NP-10|येँ – नेपाल संवत्या प्रवर्तक एवं राष्ट्रिय विभूति शंखधर साख्वाः लिसें नेपाल संवत् आन्दोलनया प्रणेता मानवाधिकारवादी दिवंगत पद्मरत्न तुलाधरया पूर्णकदया झ्वाता उलेज्या जूगु दु ।|येँ – नेपाल संवत्या प्रवर्तक एवं राष्ट्रिय विभूति शंखधर साख्वाः लिसें नेपाल संवत् आन्दोलनया प्रणेता मानवाधिकारवादी दिवंगत पद्मरत्न तुलाधरया पूर्णकदया झ्वाता उलेज्या जूगु दु ।
NP-11|येँ रत्नपार्कया शंखधर पार्कय् निगुलिं झ्वाताया थौं शनिवाः सुथय् उलेज्या जुल ।|येँ रत्नपार्कया शंखधर पार्कय् निगुलिं झ्वाताया थौं शनिवाः सुथय् उलेज्या जुल ।
NP-12|सहरी विकासमन्त्री कृष्णगोपाल श्रेष्ठया मू पाहांसुइ मन्त्री श्रेष्ठं पद्मरत्न तुलाधरया झ्वाता उलेज्या यानादीगु खःसा येँ मनपा मेयर विद्यासुन्दर शाक्यं स्वांमाः क्वखायेकूगु खः ।|सहरी विकासमन्त्री कृष्णगोपाल श्रेष्ठया मू पाहांसुइ मन्त्री श्रेष्ठं पद्मरत्न तुलाधरया झ्वाता उलेज्या यानादीगु खःसा येँ मनपा मेयर विद्यासुन्दर शाक्यं स्वांमाः क्वखायेकूगु खः । 
NP-13|अथे हे, मेयर शाक्यं शंखधर साख्वाःया झ्वाता उलेज्या यानादीगु खःसा उकी मन्त्री श्रेष्ठं स्वांमा क्वखायेकादीगु खः ।|अथे हे, मेयर शाक्यं शंखधर साख्वाःया झ्वाता उलेज्या यानादीगु खःसा उकी मन्त्री श्रेष्ठं स्वांमा क्वखायेकादीगु खः ।
NP-14|झ्वाता उलेज्या ज्याझ्वलय् पाहांपिं मन्त्री श्रेष्ठ, येँया मेयर शाक्यलिसें उपमेयर हरिप्रभा खड्गी श्रेष्ठ, सहरी विकास राज्यमन्त्री रामवीर मानन्धर, पद्मरत्न तुलाधरया जहान, म्ह्याय्, नेपाल संवत् न्हूदँ राष्ट्रिय समारोह समिति ११४१ या नायः रमेश महर्जन, प्रतिनिधि सभा सांसद रामेश्वर फुयाँलपिनि उपस्थिति दुगु खः ।|झ्वाता उलेज्या ज्याझ्वलय् पाहांपिं मन्त्री श्रेष्ठ, येँया मेयर शाक्यलिसें उपमेयर हरिप्रभा खड्गी श्रेष्ठ, सहरी विकास राज्यमन्त्री रामवीर मानन्धर, पद्मरत्न तुलाधरया जहान, म्ह्याय्, नेपाल संवत् न्हूदँ राष्ट्रिय समारोह समिति ११४१ या नायः रमेश महर्जन, प्रतिनिधि सभा सांसद रामेश्वर फुयाँलपिनि उपस्थिति दुगु खः ।
NP-15|येँ महानगर पालिकाया मेयर विद्यासुन्दर शाक्य व उपमेयर हरिप्रभा खडगी श्रेष्ठपाखें  स्वयम्भूया बुद्धपार्कया द्यःया ल्यूने दयेकूगु स्मार्ट ट्वाइलेट व स्यानिटरी प्याड मेशिनया उलेज्या  शुक्रवाः यानादीगु दु ।|येँ महानगर पालिकाया मेयर विद्यासुन्दर शाक्य व उपमेयर हरिप्रभा खडगी श्रेष्ठपाखें  स्वयम्भूया बुद्धपार्कया द्यःया ल्यूने दयेकूगु स्मार्ट ट्वाइलेट व स्यानिटरी प्याड मेशिनया उलेज्या  शुक्रवाः यानादीगु दु । 
NP-16|उगु उलेज्या ज्याझ्वलय् महानगरपालिकाया मेयर भाजु शाक्यं समय नाप नापं न्ह्याःवनेत विश्वय् गुकथंया विकास जुया वयाच्वन उकथंया प्रविधि नेपालय् नं दुत हयाः उकथं झी नं न्ह्याःवनेमाःगु खँ कनादीगु दु ।|उगु उलेज्या ज्याझ्वलय् महानगरपालिकाया मेयर भाजु शाक्यं समय नाप नापं न्ह्याःवनेत विश्वय् गुकथंया विकास जुया वयाच्वन उकथंया प्रविधि नेपालय् नं दुत हयाः उकथं झी नं न्ह्याःवनेमाःगु खँ कनादीगु दु । 
NP-17|वय्कलं थःगु खँ तय्गु झ्वलय् मनूतसें गबलें थ्व याय् माल धकाः डेलिगेशन वइगु व गवलें थ्व याय् मजिल धकाः दबाव व बिउ वइगुलिं जनता या हित जुइगु विकासया ज्या यायेत थाकुया च्वंगु खँ कनादीगु दु ।|वय्कलं थःगु खँ तय्गु झ्वलय् मनूतसें गबलें थ्व याय् माल धकाः डेलिगेशन वइगु व गवलें थ्व याय् मजिल धकाः दबाव व बिउ वइगुलिं जनता या हित जुइगु विकासया ज्या यायेत थाकुया च्वंगु खँ कनादीगु दु ।
NP-18|वयकलं आः झीपिं नं स्मार्टकथं न्ह्यावनेगु पाखे स्वय्माःगुलिइ नं वयकलं बः बियादीगु दु ।|वयकलं आः झीपिं नं स्मार्टकथं न्ह्यावनेगु पाखे स्वय्माःगुलिइ नं वयकलं बः बियादीगु दु ।  
NP-19|थुकथं हे उगु उलेज्याझ्वलय् झीसं वातावरण बालाइगुकथंया ज्या याना वनेमाःगु खँय् बः बियादिसें थौं स्वय्म्भूइ स्मार्ट ट्वाइलेट दयकेगु ज्या याना स्वयम्भू चाह्यू वइपिं विदेशी व स्वदेशीतयत गाक्कं ग्वाहालि जूवनिगु खँ कनादीगु दु ।|थुकथं हे उगु उलेज्याझ्वलय् झीसं वातावरण बालाइगुकथंया ज्या याना वनेमाःगु खँय् बः बियादिसें थौं स्वय्म्भूइ स्मार्ट ट्वाइलेट दयकेगु ज्या याना स्वयम्भू चाह्यू वइपिं विदेशी व स्वदेशीतयत गाक्कं ग्वाहालि जूवनिगु खँ कनादीगु दु । 
NP-20|नापं वयकलं थःपिनि छेँ दना बलय् आकाशं वइगु लःयात तकं व्यवस्थापन यानागु खँ लुमंका दिल ।|नापं वयकलं थःपिनि छेँ दना बलय् आकाशं वइगु लःयात तकं व्यवस्थापन यानागु खँ लुमंका दिल । 
NP-21|येँ महानगरपालिका १५ वडाया नायो एवं महानगरया प्रवक्ता ईश्वर मान डंगोलया सभापतित्वय् न्ह्याःगु उगु ज्याझ्वलय् न्हूगु दयकूगु ट्वाइलेटया विशेषतायात कःघाना लसकुस न्वचु बियादिल ।|येँ महानगरपालिका १५ वडाया नायो एवं महानगरया प्रवक्ता ईश्वर मान डंगोलया सभापतित्वय् न्ह्याःगु उगु ज्याझ्वलय् न्हूगु दयकूगु ट्वाइलेटया विशेषतायात कःघाना लसकुस न्वचु बियादिल । 
NP-22|वयकलं थःगु खँ तयेगु झ्वलय् स्मार्ट शौचालय भवनय् दयमाःगु आधारभूत खँत सकतां दुगु खँ कनादिल ।|वयकलं थःगु खँ तयेगु झ्वलय् स्मार्ट शौचालय भवनय् दयमाःगु आधारभूत खँत सकतां दुगु खँ कनादिल । 
NP-23|उगु ज्याझ्लय् सभापतिया रुपय् १५वडाया नायो ईश्वर मान डंगोलं १५ वडा दुने विकासया ज्या आपालं जूगु खँ कनादीगु दु ।|उगु ज्याझ्लय् सभापतिया रुपय् १५वडाया नायो ईश्वर मान डंगोलं १५ वडा दुने विकासया ज्या आपालं जूगु खँ कनादीगु दु । 
NP-24|स्थानीय, प्रदेश व संघीयया जनप्रतिनिधिपिनिगु समन्वय याना बजेत हया ज्या न्ह्याकागु खँ  नं वयकलं  कनादिल ।|स्थानीय, प्रदेश व संघीयया जनप्रतिनिधिपिनिगु समन्वय याना बजेत हया ज्या न्ह्याकागु खँ  नं वयकलं  कनादिल । 
NP-25|वय्कलं थुगु आर्थिक दँय् जक थ्व स्वंगुलिं सरकारपाखें करीब ८० करोड दांया विकासया ज्या जूगु खँ नं कनादिल ।|वय्कलं थुगु आर्थिक दँय् जक थ्व स्वंगुलिं सरकारपाखें करीब ८० करोड दांया विकासया ज्या जूगु खँ नं कनादिल ।
NP-26|वयकलं थुगु स्मार्ट ट्वाइलेटय् वालय् छकः थःम्हं नं सफा याः वय्गु खँ कनादीगु दु ।|वयकलं थुगु स्मार्ट ट्वाइलेटय् वालय् छकः थःम्हं नं सफा याः वय्गु खँ कनादीगु दु । 
NP-27|थीथी वडाया वडानायो व जनप्रतिनिधिया लिसें महानगरया थीथी विभागया प्रमुखपिनिगु नं उपस्थिति दुगु थुगु ज्याझ्वः बचाः हाकः जक याना न्ह्याकुगु खःसा ज्याझ्वलय् महानगरपालिका या शहरी योजनाया कजि मनराजा रन्जित व शौचालय व्यवस्थापनया जिम्मा कागु संस्था एरोशानया प्रकाश अमात्यं नं नुगःखँ तयादीगु खः ।|थीथी वडाया वडानायो व जनप्रतिनिधिया लिसें महानगरया थीथी विभागया प्रमुखपिनिगु नं उपस्थिति दुगु थुगु ज्याझ्वः बचाः हाकः जक याना न्ह्याकुगु खःसा ज्याझ्वलय् महानगरपालिका या शहरी योजनाया कजि मनराजा रन्जित व शौचालय व्यवस्थापनया जिम्मा कागु संस्था एरोशानया प्रकाश अमात्यं नं नुगःखँ तयादीगु खः ।
NP-28|नेपालय् कोरोना भाइरसया थौं शुक्रवाः १,९४५ म्ह संक्रमित थप जूगु दु । थ्वलिसें मुक्कं संक्रमितपिनिगु ल्याः २ लख १६ हजार ९ सय ६५ म्ह थ्यंगु थौं स्वास्थ्य व जनसंख्या मन्त्रालयं जानकारी ब्यूगु दु ।|नेपालय् कोरोना भाइरसया थौं शुक्रवाः १,९४५ म्ह संक्रमित थप जूगु दु । थ्वलिसें मुक्कं संक्रमितपिनिगु ल्याः २ लख १६ हजार ९ सय ६५ म्ह थ्यंगु थौं स्वास्थ्य व जनसंख्या मन्त्रालयं जानकारी ब्यूगु दु ।
NP-29|थौं शुक्रवाः ५ हजार ३ सय ६४ म्ह संक्रमणमुक्त जूगु दु । थौंतक १ लख ९१ हजार २ म्ह संक्रमणमुक्त जूगु स्वास्थ्य मन्त्रालयं सार्वजनिक याःगु विज्ञप्तिइ न्ह्यथनातःगु दु ।|थौं शुक्रवाः ५ हजार ३ सय ६४ म्ह संक्रमणमुक्त जूगु दु । थौंतक १ लख ९१ हजार २ म्ह संक्रमणमुक्त जूगु स्वास्थ्य मन्त्रालयं सार्वजनिक याःगु विज्ञप्तिइ न्ह्यथनातःगु दु ।
NP-30|इथियोपियाया सेना प्रमुख जनरल बेरहानु जुलां विश्व स्वास्थ्य संगठन (डब्ल्यूएचओ)या प्रमुख टेडोज आडानोम गेब्रियससयात हिंसायात ग्वाहालि याःगु द्वपं ब्यूगु दु ।|इथियोपियाया सेना प्रमुख जनरल बेरहानु जुलां विश्व स्वास्थ्य संगठन (डब्ल्यूएचओ)या प्रमुख टेडोज आडानोम गेब्रियससयात हिंसायात ग्वाहालि याःगु द्वपं ब्यूगु दु ।
NP-31|इथियोपियाया टिग्री विद्रोहीपिन्त टेडोजं कूटनीतिक व ल्वाभः उपलब्ध याकेगु ज्याय् ग्वाहालि याःगु सेना प्रमुख जुलाया द्वपं दु ।|इथियोपियाया टिग्री विद्रोहीपिन्त टेडोजं कूटनीतिक व ल्वाभः उपलब्ध याकेगु ज्याय् ग्वाहालि याःगु सेना प्रमुख जुलाया द्वपं दु ।
NP-32|डब्ल्यूएचओया प्रमुख टेडोज टिग्रेयान समुदायया खः । व विगतय् टिग्रेस पिपल्स लिबरेशन फ्रन्ट टीपीएलएफ नेतृत्वया सरकार जूबलय् स्वास्थ्यमन्त्री तकं जूगु खः ।|डब्ल्यूएचओया प्रमुख टेडोज टिग्रेयान समुदायया खः । व विगतय् टिग्रेस पिपल्स लिबरेशन फ्रन्ट टीपीएलएफ नेतृत्वया सरकार जूबलय् स्वास्थ्यमन्त्री तकं जूगु खः ।
NP-33|उकिं यानाः नं टेडोजयात गम्भीर द्वपं ब्यूगु खः ।|उकिं यानाः नं टेडोजयात गम्भीर द्वपं ब्यूगु खः । 
NP-34|बिहिवाः टेलिभिजनय् न्वःवासें सेना प्रमुख जुलां टेडोजयात विद्रोही समूहया दुजः जूगु तकं धाःगु दु ।|बिहिवाः टेलिभिजनय् न्वःवासें सेना प्रमुख जुलां टेडोजयात विद्रोही समूहया दुजः जूगु तकं धाःगु दु ।
NP-35|जुलां टीपीएलएफ विद्रोहीपिन्त सैन्य कारवाही याःगुया भत्सर्ना यायेत जलाखला देसतलिसे जानाः ज्या याःगु व ल्वाभः तकं उपलब्ध याकाः वयाच्वंगु द्वपं ब्यूगु दु ।|जुलां टीपीएलएफ विद्रोहीपिन्त सैन्य कारवाही याःगुया भत्सर्ना यायेत जलाखला देसतलिसे जानाः ज्या याःगु व ल्वाभः तकं उपलब्ध याकाः वयाच्वंगु द्वपं ब्यूगु दु ।
NP-36|नेपाःया मौलिक संवत् नेपाल संवतया प्रवर्तक राष्ट्रिय विभूति शंखधर साख्वाः व नेपाल संवत् न्हूदँ रयाली न्ह्याकेगुलि न्ह्यलुवाः जुयादीम्ह लिसें मानवअधिकार आन्दोलनया न्ह्यलुवाः मदुम्ह पद्मरत्न तुलाधरया झ्वाता कन्हय् शनिवाः उलेज्या जुइगु जूगु दु ।|नेपाःया मौलिक संवत् नेपाल संवतया प्रवर्तक राष्ट्रिय विभूति शंखधर साख्वाः व नेपाल संवत् न्हूदँ रयाली न्ह्याकेगुलि न्ह्यलुवाः जुयादीम्ह लिसें मानवअधिकार आन्दोलनया न्ह्यलुवाः मदुम्ह पद्मरत्न तुलाधरया झ्वाता कन्हय् शनिवाः उलेज्या जुइगु जूगु दु ।
NP-37|येँ महानगरपालिकाया ग्वसालय् येँया पुलांगु रत्नपार्कय् च्वंगु शंखधर पार्कय् संखधर व पद्मरत्नया झ्वाता उलेज्या जुइगु जानकारी येँमनपां ब्यूगु दुसा उगु ज्याझ्वलय् सहरी विकासमन्त्री कृष्णगोपाल श्रेष्ठ मूपाहाँ कथं झाइगु जूगु दु ।|येँ महानगरपालिकाया ग्वसालय् येँया पुलांगु रत्नपार्कय् च्वंगु शंखधर पार्कय् संखधर व पद्मरत्नया झ्वाता उलेज्या जुइगु जानकारी येँमनपां ब्यूगु दुसा उगु ज्याझ्वलय् सहरी विकासमन्त्री कृष्णगोपाल श्रेष्ठ मूपाहाँ कथं झाइगु जूगु दु ।
NP-38|कन्हय् शनिवाः ने.सं. ११४१ कछलाथ्व सप्तमी (मंसीर ६ गते) सुथसिया ८ ता इलय् शंखधर साख्वाः व पद्मरत्न तुलाधरया झ्वाता उलेज्या जुइगु जानकारी बिसें ग्वसाः खलः येँ महानगरपालिकां सकलसित उपस्थितिया नितिं इनाप याःगु दु ।|कन्हय् शनिवाः ने.सं. ११४१ कछलाथ्व सप्तमी (मंसीर ६ गते) सुथसिया ८ ता इलय् शंखधर साख्वाः व पद्मरत्न तुलाधरया झ्वाता उलेज्या जुइगु जानकारी बिसें ग्वसाः खलः येँ महानगरपालिकां सकलसित उपस्थितिया नितिं इनाप याःगु दु ।
NP-39|नेपाः गालय् थौंकन्हे  कोरोनाया संक्रमण तच्वयाच्वंगु दु । कोरोना भाइरसया संक्रमणं सरेजुइगु कोभिड १९ ल्वयया हुनिं स्वनिगलय् च्वंपिं बासिन्दापिं ग्याःचिकुइ लानाच्वंगु दु ।|नेपाः गालय् थौंकन्हे  कोरोनाया संक्रमण तच्वयाच्वंगु दु । कोरोना भाइरसया संक्रमणं सरेजुइगु कोभिड १९ ल्वयया हुनिं स्वनिगलय् च्वंपिं बासिन्दापिं ग्याःचिकुइ लानाच्वंगु दु ।
NP-40|थ्वहे इलय् ३ नम्बर प्रदेश सांसद व साझा पार्टी केन्द्रीय दुजः शोभा शाक्ययात नं कोरोना संक्रमण पुष्टि जुउगु दु ।|थ्वहे इलय् ३ नम्बर प्रदेश सांसद व साझा पार्टी केन्द्रीय दुजः शोभा शाक्ययात नं कोरोना संक्रमण पुष्टि जुउगु दु ।
NP-41|सांसद शाक्यया पारिवारिक सुत्रं जानकारी बिउ कथं सांसद शाक्य मंसीर १ गते न्हूदँया दिंकुन्हु (यलय् किजापूजाया दिंकुन्हु) थः दाजुकिजापिनिगु पुजाय् व्यस्त जुयादीगु खःसा  बहनी वयकःयात भतिचा म्ह सुखमदुथें च्वनावगु जुयाच्वन।|सांसद शाक्यया पारिवारिक सुत्रं जानकारी बिउ कथं सांसद शाक्य मंसीर १ गते न्हूदँया दिंकुन्हु (यलय् किजापूजाया दिंकुन्हु) थः दाजुकिजापिनिगु पुजाय् व्यस्त जुयादीगु खःसा  बहनी वयकःयात भतिचा म्ह सुखमदुथें च्वनावगु जुयाच्वन।
NP-42|स्वन्तिया धपेडीं जकं म्हसुखमदुगु जुइ धकाः आराम यानादीम्ह सांसद शाक्य वयां निन्हु लिपा मंसीर ३ गते अल्का अस्पतालय् वना पीसीआर परीक्षण याकादीबले पोजिटिभ रिपोर्ट पिहाँवःगु खः ।|स्वन्तिया धपेडीं जकं म्हसुखमदुगु जुइ धकाः आराम यानादीम्ह सांसद शाक्य वयां निन्हु लिपा मंसीर ३ गते अल्का अस्पतालय् वना पीसीआर परीक्षण याकादीबले पोजिटिभ रिपोर्ट पिहाँवःगु खः ।
NP-43|उकिं थौंकन्हे वयकः थःगु हे छेँय् क्वारेन्टाइनय् च्वना वासः नयाच्वनादीगु दुसा वयकलं थ्व छवाः दुने थःलिसे स्वापू दुपिं सकलसित थःगु स्वास्थ्य स्थितिबारे सचेत जुइत इनाप यानादीगु दु ।|उकिं थौंकन्हे वयकः थःगु हे छेँय् क्वारेन्टाइनय् च्वना वासः नयाच्वनादीगु दुसा वयकलं थ्व छवाः दुने थःलिसे स्वापू दुपिं सकलसित थःगु स्वास्थ्य स्थितिबारे सचेत जुइत इनाप यानादीगु दु ।
NP-44|छुं कथं मछिंसे च्वनावःसा चिकित्सकलिसे स्वापू तयेत नं इनाप यानादीगु दु ।|छुं कथं मछिंसे च्वनावःसा चिकित्सकलिसे स्वापू तयेत नं इनाप यानादीगु दु ।
NP-45|मानवीय सभ्यताया दकलय्‌ बांलाःगु मूर्तरुप नगरया विकास धकाः थुइकी ।|मानवीय सभ्यताया दकलय्‌ बांलाःगु मूर्तरुप नगरया विकास धकाः थुइकी ।
NP-46|भूमध्यसागरया मेसोपोटोमिया, ल्याटिन अमेरिकाया माया, युरोपया बेवोलियन, चीनया यांगेत्से, भारतीय महाद्वीपया सिन्धुघाँटी आदि सभ्यताया अध्यतातय्‌सं नं थुकथं हे व्याख्या यानातःगु दु ।|भूमध्यसागरया मेसोपोटोमिया, ल्याटिन अमेरिकाया माया, युरोपया बेवोलियन, चीनया यांगेत्से, भारतीय महाद्वीपया सिन्धुघाँटी आदि सभ्यताया अध्यतातय्‌सं नं थुकथं हे व्याख्या यानातःगु दु । 
NP-47|थ्व सकतां सभ्यता इसापूर्वसिबें द्वलंद्वः दँ न्ह्यः हे विकसित जुइधुंकूगु खः ।|थ्व सकतां सभ्यता इसापूर्वसिबें द्वलंद्वः दँ न्ह्यः हे विकसित जुइधुंकूगु खः । 
NP-48|झीगु नगरीय सभ्यताया इतिहास उलि पुलां मजूसां प्राचीन नेपालमण्डलदुने विकसित नगरीय संरचना निद्वःदँ न्ह्यःसिबें पुलां व विशिष्ट वास्तुकलां जाःगु खँय्‌ सकसिया छप्वाः म्हुतु दु ।|झीगु नगरीय सभ्यताया इतिहास उलि पुलां मजूसां प्राचीन नेपालमण्डलदुने विकसित नगरीय संरचना निद्वःदँ न्ह्यःसिबें पुलां व विशिष्ट वास्तुकलां जाःगु खँय्‌ सकसिया छप्वाः म्हुतु दु ।
NP-49|अथे ला राजनीतिक शक्ति केन्द्रकथं पश्चिमया खसान, पूर्व–दक्षिणया तिरुहुत, मधेसदुनेया चौदण्डी व केन्द्रया नेपाःगालय्‌ क्रियाशील अस्तित्व सलंसः दँ न्ह्यवनिसें दुगु खः ।|अथे ला राजनीतिक शक्ति केन्द्रकथं पश्चिमया खसान, पूर्व–दक्षिणया तिरुहुत, मधेसदुनेया चौदण्डी व केन्द्रया नेपाःगालय्‌ क्रियाशील अस्तित्व सलंसः दँ न्ह्यवनिसें दुगु खः ।
NP-50|तर नगरी सभ्यता धाःसा केवल नेपाःगाःदुने जक विकसित जुल ।|तर नगरी सभ्यता धाःसा केवल नेपाःगाःदुने जक विकसित जुल । 
NP-51|मेथाय्‌या मानवीय सभ्यतां नगरीय स्वरुप काःगु मदु ।|मेथाय्‌या मानवीय सभ्यतां नगरीय स्वरुप काःगु मदु ।
NP-52|प्राचीनता मालावनेबले झी हिमवत् खण्डतक थ्यनी गुकिया अध्याय ७२ स ‘नेपाल इति यो ब्रूयाज्ज्ञानतोत्रानतोपि वा।|प्राचीनता मालावनेबले झी हिमवत् खण्डतक थ्यनी गुकिया अध्याय ७२ स ‘नेपाल इति यो ब्रूयाज्ज्ञानतोत्रानतोपि वा। 
NP-53|नित्यं कृतैनसो मुक्तस्त्रतैव जायते पुनः।।’ सीकं वा मसीकं नेपाल शब्दयात न्हिथं उच्चारण जक यायेवं पाप मोचन जुइ धयातःगु वर्णन लुइकेफइ ।|नित्यं कृतैनसो मुक्तस्त्रतैव जायते पुनः।।’ सीकं वा मसीकं नेपाल शब्दयात न्हिथं उच्चारण जक यायेवं पाप मोचन जुइ धयातःगु वर्णन लुइकेफइ ।
NP-54|अथे हे, बौद्धग्रन्थ स्वयम्भू पुराणं नं नेपाःगाःया चर्चा यासें धयातःगु दु, ‘एवं पुण्यतामा भूमिरियं हिमालयाहवया।|अथे हे, बौद्धग्रन्थ स्वयम्भू पुराणं नं नेपाःगाःया चर्चा यासें धयातःगु दु, ‘एवं पुण्यतामा भूमिरियं हिमालयाहवया।
NP-55|सुखावतिनिभारम्भया बोधिसत्व समाश्रय ।।’ नेपालमण्डल अति पुण्य भूमि खः गन हिमाल दु, गन सुखावती लोकधातु ज्वःगु बोधिसत्व च्वनाच्वंगु दु ।|सुखावतिनिभारम्भया बोधिसत्व समाश्रय ।।’ नेपालमण्डल अति पुण्य भूमि खः गन हिमाल दु, गन सुखावती लोकधातु ज्वःगु बोधिसत्व च्वनाच्वंगु दु । 
NP-56|नेपाल महात्म्य, स्कन्द पुराण, स्वस्थानी व्रतया बाखं आदिइ नेपालनाप स्वापू दुगु अनेक चर्चा दु ।|नेपाल महात्म्य, स्कन्द पुराण, स्वस्थानी व्रतया बाखं आदिइ नेपालनाप स्वापू दुगु अनेक चर्चा दु । 
NP-57|भ्वँतया जुजु रण मल्लं थःगु नाटक ‘पाण्डव विजय’य्‌ ‘भूवधूतिलकप्रायो’ भूमण्डलया कपालय्‌ शोभायमान सिन्हः थें बांलाःगु धकाः वर्णन यानातःगु दु ।|भ्वँतया जुजु रण मल्लं थःगु नाटक ‘पाण्डव विजय’य्‌ ‘भूवधूतिलकप्रायो’ भूमण्डलया कपालय्‌ शोभायमान सिन्हः थें बांलाःगु धकाः वर्णन यानातःगु दु । 
NP-58|तर थ्व दक्वं प्राचीन नेपालया भौगोलिक अवस्थाया वर्णन व उकी आस्था दुगु अभिव्यक्ति जक खः ।|तर थ्व दक्वं प्राचीन नेपालया भौगोलिक अवस्थाया वर्णन व उकी आस्था दुगु अभिव्यक्ति जक खः । 
NP-59|उकी मानवीय सिर्जना, स्थानीय जीवनशैली, भौतिक संरचना वा नगरीय सभ्यताया छुं नं प्रसङ्ग मदु ।|उकी मानवीय सिर्जना, स्थानीय जीवनशैली, भौतिक संरचना वा नगरीय सभ्यताया छुं नं प्रसङ्ग मदु ।
